id;Categoria-1;Categoria-2;Categoria-3;Categoria-4;Categoria-5;Categoria-6;Categoria-7;Categoria-8;Categoria-9;Categoria-10;Categoria-11;Categoria-12;Categoria-13;Categoria-14;Categoria-15;Categoria-16;Categoria-17;Categoria-18;Categoria-19;Categoria-20;Categoria-21;Categoria-22;Categoria-23;Categoria-24;Categoria-25;Categoria-26;Categoria-27;Categoria-28;Categoria-29;Categoria-30;Categoria-31;Categoria-32;Categoria-33;Categoria-34;Categoria-35;Categoria-36;Nota Língua;ncb;purl;capa;tipo de material;língua;língua da obra original;título;subtítulo;título original;edição;publicação;data da publicação;data da publicação2;dimensões;autor;autor - organização;co-autores;autores secundários;co-autores - organizações;autores secundários - organizações;cota;coleção;id persistente;acesso
6238;Bibliografia crítica - Polémica e discussão | 417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2035379;https://purl.pt/43550;https://bndigital.bnportugal.gov.pt//i/?IIIF=/dd/63/59/72/dd635972-939c-40ef-80bc-ae72ce88d654/iiif/cod-9277_0001.tif/full/!300,500/0/default.jpg;Livro manuscrito;Francês;;"Notice Sur La Vie de Camoëns, célèbre poète portugais, auteur des ""Lusiades""";;;1.ª ed.;Bombay,;1896;1896;I, 13 f.;W. Alison Phillips, 1864-1950;;;François-René de Chateaubriand, 1768-1848, Antecedente bibliográfico;;;COD. 9277;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/2035379;Livre
6239;Bibliografia crítica - Polémica e discussão | 417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196547;https://purl.pt/45076;https://bndigital.bnportugal.gov.pt//i/?IIIF=/4c/eb/66/24/4ceb6624-86e3-4fc3-b3d5-92688f1f67c3/iiif/cam-1704-v_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Italiano;;Camoens e i nuovi poeti portoghesi;conferenza tenuta alla III Serata Intellettuale dell` anno secondo il 30 Maggio 1896 nella Sala Ricordi di Napoli;;1.ª ed.;Napoli : Stab. Tip. Pierro e Veraldi;1896;1896;80 p.;Antonio Padula, 1858-?;;;;;;CAM. 153//9 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/196547;Livre
6240;Tradução - Impressos - Obras individuais - Épica | 151;Tradução - Impressos - Obras individuais - Épica - Paratextos gerais | 152;Tradução - Impressos - Obras individuais - Épica - Paratextos vida | 153;Tradução - Impressos - Obras individuais - Épica - Paratextos argumentos | 154;Tradução - Impressos - Obras individuais - Épica - Paratextos notas | 155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;854137;https://purl.pt/44088;https://bndigital.bnportugal.gov.pt//i/?IIIF=/6a/96/82/1a/6a96821a-cb4c-4274-9e19-c012227e674a/iiif/cam-216-2-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A viagem da India;poemeto em dois cantos;;1.ª ed.;Lisboa : Imprensa Nacional;1896;1896;42, 2 p.;José Fernandes Costa, 1848-1920;;;;;Sociedade de Geografia de Lisboa, (Obsoleto);CAM. 216//2 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/854137;Livre
6241;Tradução - Impressos - Obras individuais - Épica | 151;Tradução - Impressos - Obras individuais - Épica - Paratextos gerais | 152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; Italiano;322212;https://purl.pt/44395;https://bndigital.bnportugal.gov.pt//i/?IIIF=/18/73/81/bc/187381bc-a42f-4c0a-bc9b-c0a94f8c8b89/iiif/cam-311-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Inglês;;CXXIV Sonnets;;;1.ª ed.;"London : John Lane ; Boston : Copeland & Day";1896;1896;147, 1 p.;;;;Richard Garnett, 1835-1906, Tradutor;;;CAM. 311 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/322212;Livre
6242;Obra - Impressos - Obras (conjunto) - Épica | 46;Obra - Impressos - Obras (conjunto) - Lírica | 47;Obra - Impressos - Obras (conjunto) - Teatro | 61;Obra - Impressos - Estrofes rejeitadas d’Os Lusíadas | 86;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;Obra - Impressos - Paratextos - Obras (avulsas) - Lírica | 107;Obra - Impressos - Obras (conjunto) - Lírica - Soneto | 58;Obra - Impressos - Obras (conjunto) - Lírica - Canção | 48;Obra - Impressos - Obras (conjunto) - Lírica - Sextina | 57;Obra - Impressos - Obras (conjunto) - Lírica - Ode | 55;Obra - Impressos - Obras (conjunto) - Lírica - Elegia | 51;Obra - Impressos - Obras (conjunto) - Lírica - Écloga | 50;Obra - Impressos - Obras (conjunto) - Lírica - Endechas | 52;Obra - Impressos - Obras (conjunto) - Lírica - Vilancete | 60;Obra - Impressos - Obras (conjunto) - Lírica - Mote | 54;Obra - Impressos - Obras (conjunto) - Lírica - Cantiga | 49;Iconografia - Impressos - Retrato de Camões | 372;Obra - Impressos - Obras (conjunto) - Cartas | 63;Obra - Impressos - Paratextos - Obras - Teatro | 129;Iconografia - Impressos - Ilustrações da obra | 376;Obra - Impressos - Obras (avulsas) - Lírica - Criação e Composição do Homem | 39;Iconografia - Impressos - Figuras históricas | 390;Iconografia - Impressos - Mapas - Rota de Gama | 388;Obra - Impressos - Obras (conjunto) - Lírica - Redondilhas | 59;Obra - Impressos - Obras (conjunto) - Lírica - Esparsas | 53;Obra - Impressos - Paratextos - Obras - Épica - Vida | 122;Obra - Impressos - Paratextos - Obras - Épica - Argumentos | 123;Obra - Impressos - Paratextos - Obras - Épica - Notas | 124;;;;;;;;;;367321;https://purl.pt/44558;https://bndigital.bnportugal.gov.pt//i/?IIIF=/a6/90/70/ec/a69070ec-66ec-4134-8133-6e401d12a66d/iiif/cam-450-p_0005.tif/full/!300,500/0/default.jpg;Periódico;Português;;Almanach Vasco da Gama para o anno de 1897;;;1.ª ed.;Lisboa : Imp. Lucas;1896;1896;160 p.;;;;Eduardo Braga, ca 18--, Editor literário;;;P.P. 18003 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/367321;Livre
6243;Bibliografia crítica - Polémica e discussão | 417;Obra - Impressos - Paratextos - Obras (avulsas) - Outros | 119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321887;https://purl.pt/43928;https://bndigital.bnportugal.gov.pt//i/?IIIF=/f1/9e/10/b3/f19e10b3-2ffa-455a-aa1a-12c89599d980/iiif/cam-308-p_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;"Francês ; Provençal antigo (até 1500)";;Lé Mescladis moundi;prologo goudoulinad è letsiqué des mots rabalhuds al sen dé calquis-unis;;1.ª ed.;"Toulouso : Burèous del Journal ""Lé Gril""";1895;1895;l, 255, 1 br. p.;G. Visner;;;M. Massip;;;CAM. 308 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/321887;Livre
6244;Bibliografia crítica - Polémica e discussão | 417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;367255;https://purl.pt/39770;https://bndigital.bnportugal.gov.pt//i/?IIIF=/35/81/98/3c/3581983c-0a0b-496e-b43d-ff1e4b987f74/iiif/hg-15978-15-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Italiano;Português;Luigi de Camoens;poemetto con una lettera di Eça de Queiroz;;1.ª ed.;Genova : Tip. del R. Istituto Sordo-Muti;1895;1895;36, 1 p.;Joaquim de Araújo, 1858-1917;;Eça de Queirós, 1845-1900, Autor;G. Zuppone-Strani, Tradutor;;;CAM. 441 P.;;http://id.bnportugal.gov.pt/bib/catbnp/367255;Livre
6245;Bibliografia crítica - Polémica e discussão | 417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;402086;https://purl.pt/43891;https://bndigital.bnportugal.gov.pt//i/?IIIF=/dc/d1/27/77/dcd12777-3117-4eb1-94d0-a5bb23f4e7b6/iiif/cam-69-a_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Collecção Camoneana de José do Canto;tentativa de um catalogo methodico e remissivo;;1.ª ed.;Lisboa : Imprensa Nacional;1895;1895;XI, 357, 5 p.;José do Canto, 1820-1898;;;Jaime Batalha Reis, 1847-1935, Antigo possuidor;;;CAM. 69 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/402086;Livre
6246;Bibliografia crítica - Polémica e discussão | 417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;403842;https://purl.pt/43894;https://bndigital.bnportugal.gov.pt//i/?IIIF=/9d/2e/53/a3/9d2e53a3-d142-4cf6-b5a3-2ebf0c8e492e/iiif/cam-71-4-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Luiz de Camões e Vasco da Gama;Anno 371 do nascimento de Luiz de Camões auctor dos Lusiadas;;1.ª ed.;Lisboa : J. Eusebio dos Santos;1895;1895;10 f.;Luís Augusto Palmeirim, 1825-1893;;António Mendes Leal, 1831-1871, Autor;;;;CAM. 71//4 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/403842;Livre
6247;Bibliografia crítica - Polémica e discussão | 417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;852531;https://purl.pt/44086;https://bndigital.bnportugal.gov.pt//i/?IIIF=/7c/3b/90/e0/7c3b90e0-bd06-44b5-9937-a1a09da5dbb4/iiif/cam-176-4-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Soneto de Luiz de Camões;Sete annos de pastor Jacob servia...;;1.ª ed.;Lisboa : s.n.;1895;1895;1 f., desdobr.;Luís de Camões, 1524-1580;;;;;;CAM. 176//4 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/852531;Livre
6248;Tradução - Impressos - Obras individuais - Épica | 151;Tradução - Impressos - Obras individuais - Épica - Paratextos gerais | 152;Tradução - Impressos - Obras individuais - Lírica - Paratextos vida | 158;Tradução - Impressos - Obras individuais - Épica - Paratextos notas | 155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321919;https://purl.pt/44111;https://bndigital.bnportugal.gov.pt//i/?IIIF=/7b/16/10/8f/7b16108f-ecc6-4dee-a50e-819649a15a89/iiif/cam-309-p_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Espanhol;;Poesias líricas;;;Segunda edición aumentada con las inéditas;Sevilla : Imprenta de E. Rasco;1895;1895;XXI, 1 br., 481, 1 br. p.;José Lamarque de Novoa, 1828-1904;;;Fernando de Gabriel y Ruíz de Apodaca, 1828-1888, Autor da introdução, etc.;;;CAM. 309 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/321919;Livre
6249;Bibliografia crítica - Estudo | 418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;788400;https://purl.pt/44790;https://bndigital.bnportugal.gov.pt//i/?IIIF=/4f/d3/0e/4f/4fd30e4f-4261-4e96-8618-d499d255f77d/iiif/cam-802-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Uma glosa camoniana do seculo XVIII;;;1.ª ed.;Pádua : Fratelli Gaelina;1895;1895;15 p.;Joaquim de Araújo, 1858-1917;;;;;;CAM. 802 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/788400;Livre
6250;Bibliografia crítica - Edições | 411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;857882;https://purl.pt/37999;https://bndigital.bnportugal.gov.pt//i/?IIIF=/75/9c/38/2e/759c382e-9074-41bb-8a5a-71e4c68149cf/iiif/cam-630-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Camões;imitação ao burlesco;;1.ª ed.;Évora : Minerva Eborense de Joaquim José Baptista;1895;1895;V, 3, 34, 2 p.;António de Magalhães de Meneses, fl. 1549-1590;;;António Francisco Barata, 1836-1910, Editor literário;;;CAM. 252//10 V.;;http://id.bnportugal.gov.pt/bib/catbnp/857882;Livre
6251;Obra - Impressos - Obras (avulsas) - Épica | 23;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Vida | 104;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Notas | 106;Iconografia - Impressos - Retrato de Camões | 372;Bibliografias e catálogos - Bibliografia | 550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;874197;https://purl.pt/44700;https://bndigital.bnportugal.gov.pt//i/?IIIF=/79/cb/a9/8e/79cba98e-bb2b-4f40-b20f-305d0df4e969/iiif/cam-619-v_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Discurso apologetico sobre a visão do Indo e Ganges no Canto IV dos Lusiadas;;;1.ª ed.;Evora : Typ. Eborense de F. C. Bravo;1895;1895;42, 2 p.;João Franco Barreto, 1600-post. 1674;;;"António Francisco Barata, 1836-1910, Editor literário ; Ernesto Jardim de Vilhena, 1876-1967, Antigo possuidor";;;CAM. 369//3 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/874197;Livre
6252;Obra - Impressos - Obras (avulsas) - Épica | 23;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Vida | 104;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Notas | 106;Iconografia - Impressos - Retrato de Camões | 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;852138;https://purl.pt/254;https://bndigital.bnportugal.gov.pt//i/?IIIF=/a9/ac/0b/4e/a9ac0b4e-7949-4ada-9457-781bb74e3b7d/iiif/cam-158-v_0000_capa-capa_t24-C-R0150_000011.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Impressões deslandesianas;divulgações bibliographicas;;1.ª ed.;Lisboa : na Imprensa Nacional;1895;1895;2 vol.;Xavier da Cunha, 1840-1920;;;;;;PURL 254/0;;http://id.bnportugal.gov.pt/bib/catbnp/852138;Livre
6253;Recepção criativa - Tematização | 409;Iconografia - Impressos - Figuras históricas | 390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;397877;https://purl.pt/43875;https://bndigital.bnportugal.gov.pt//i/?IIIF=/3a/34/50/28/3a345028-610d-4c37-af11-98e95904bfe5/iiif/cam-75-1-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Tercetos impressos pela primeira vez, em 1576, na História da Província de Santa Cruz, de Pedro de Magalhães Gandavo;;;1.ª ed.;Lisboa : Joaquim Eusébio dos Santos;1894;1894;12 p., 1 est.;Luís de Camões, 1524-1580;;;Teófilo Braga, 1843-1924, Comentador (em meio audiovisual);;;CAM. 75//1 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397877;Livre
6254;Bibliografia crítica - Edições | 411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;852104;https://purl.pt/44181;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8e/cf/a2/f7/8ecfa2f7-a287-4bac-b7c2-88318f6f6741/iiif/cam-152-v_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Catarina de Atayde;poema em tres cantos;;1.ª ed.;Lisboa : Impr. Nacional;1894;1894;; Monsaraz, 1852-1913;;;;;;CAM. 152 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/852104;Livre
6255;Obra - Impressos - Obras (avulsas) - Épica | 23;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Vida | 104;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Notas | 106;Iconografia - Impressos - Retrato de Camões | 372;Iconografia - Impressos - Imagens de Camões | 373;Iconografia - Impressos - Ilustrações da obra | 376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;397749;https://purl.pt/45114;https://bndigital.bnportugal.gov.pt//i/?IIIF=/ef/99/20/d6/ef9920d6-27bd-46c5-92aa-563d0f3a98dd/iiif/cam-1905-v_0013.tif/full/!300,500/0/default.jpg;Livro impresso;"Grego moderno (1453- ) ; Português";;Endechas ... a Barbara escrava ...;;;1.ª ed.;Lisboa : Imprensa Nacional;1894;1894;11 p.;Luís de Camões, 1524-1580;;;"Pedro Augusto de Melo Carvalho Monteiro, 1873?-1953, Tradutor ; António Lopes dos Santos Valente, 1839-1896, Tradutor";;;CAM. 75//4 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397749;Livre
6256;Obra - Impressos - Obras (avulsas) - Épica | 23;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Vida | 104;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Argumentos | 105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330358;https://purl.pt/44556;https://bndigital.bnportugal.gov.pt//i/?IIIF=/13/f4/1d/1f/13f41d1f-90e6-4b0c-84be-d2572bb1aa50/iiif/cam-421-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Luís de Camões;com uma carta de Eça de Queiroz;;3ª ed;Lisboa : Typ. da Companhia Nacional Editora;1894;1894;62 p.;Joaquim de Araújo, 1858-1917;;;;;;CAM. 421 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/330358;Livre
6257;Tradução - Impressos - Obras individuais - Épica | 151;Tradução - Impressos - Obras individuais - Lírica | 156;Tradução - Impressos - Obras individuais - Épica - Paratextos gerais | 152;Tradução - Impressos - Obras individuais - Lírica - Paratextos gerais | 157;Tradução - Impressos - Obras individuais - Épica - Paratextos vida | 153;Tradução - Impressos - Obras individuais - Épica - Paratextos argumentos | 154;Tradução - Impressos - Obras individuais - Épica - Paratextos notas | 155;Obra - Impressos - Obras (avulsas) - Lírica - Martírio de Santa Úrsula | 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Espanhol;330294;https://purl.pt/43418;https://bndigital.bnportugal.gov.pt//i/?IIIF=/1d/ca/9f/b5/1dca9fb5-0aca-4326-b0c1-ba90eba29fa1/iiif/cam-419-3-p_0002.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;;Lestatuo dóu pouéto;odo nacionalo revirado dóu pourtugués;;1.ª ed.;Avignoun : Encó de J. Roumanille;1893;1893;4 p.;Joaquim de Araújo, 1858-1917;;;A. de Gagnaud, Tradutor;;;CAM. 419//3 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/330294;Livre
6258;Bibliografia crítica - Edições | 411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Italiano;382749;https://purl.pt/42835;https://bndigital.bnportugal.gov.pt//i/?IIIF=/60/58/22/4f/6058224f-9454-448f-8489-96a3a71253f5/iiif/cam-47-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Pretidão de amor;endechas a Bárbara escrava seguidas da respectiva tradução em várias línguas...;;1.ª ed.;Lisboa : Imprensa Nacional;1893;1893;2 v.;Luís de Camões, 1524-1580;;;Xavier da Cunha, 1840-1920, Autor da introdução, etc.;;;CAM. 270 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382749;Livre
6259;Celebrações - 1817 - Discussão, programas e relatórios | 433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700486;https://purl.pt/6773;https://bndigital.bnportugal.gov.pt//i/?IIIF=/68/60/bf/0c/6860bf0c-8b2d-42e5-8809-1edc675de42b/iiif/e-40-a_0000_000001.tif/full/!300,500/0/default.jpg;Iconografia;Português;;Camões lendo os Lusíadas a D. Sebastião;;;1.ª ed.;Lisboa : s.n.;1893;1893;1 gravura;António Ramalho, 1858-1916;;;;;Litografia de Portugal, Impressor;PURL 6773/0;;http://id.bnportugal.gov.pt/bib/catbnp/700486;Livre
6260;Tradução - Impressos - Antologia - Lírica | 208;Tradução - Impressos - Antologia - Lírica - Paratextos gerais | 209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;798888;https://purl.pt/43420;https://bndigital.bnportugal.gov.pt//i/?IIIF=/d3/e5/06/a0/d3e506a0-e562-4775-ab01-d49b23980381/iiif/cam-997-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A Jantareida;parodia a algumas estancias dos Lusiadas offerecida aos alumnos do 4º anno de medicina;;1.ª ed.;Porto : Imprensa Moderna;1893;1893;15, 1 p.;Eduardo Maia, ca. 18--;;;;;;CAM. 997 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/798888;Livre
6261;Bibliografia crítica - Polémica e discussão | 417;Obra - Impressos - Paratextos - Obras (avulsas) - Outros | 119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Português;808497;https://purl.pt/43932;https://bndigital.bnportugal.gov.pt//i/?IIIF=/48/4c/2a/27/484c2a27-fd2e-4680-8a45-98c7dbfd51fd/iiif/cam-77-v_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;"Português ; Italiano";Português;Flores de poesia portugueza;;;1.ª ed.;Lisboa : Empreza do Ocidente;1893;1893;86 p.;;;;Prospero Peragallo, 1823-1916, Tradutor;;;CAM. 77 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/808497;Livre
6262;Música - Impressos | 405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;852095;https://purl.pt/44167;https://bndigital.bnportugal.gov.pt//i/?IIIF=/1e/2f/a5/8c/1e2fa58c-b406-4d66-ac80-8b61a8eb668e/iiif/cam-146-1-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Catalogo dos duplicados de uma numerosa e variadissima collecção camoniana...;;;1.ª ed.;Porto : Tip. de A. F. Vasconcelos;1893;1893;15, 1 br. p.;;;;;;;B. 3651 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/852095;Livre
6263;Obra - Impressos - Obras (avulsas) - Épica | 23;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Vida | 104;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Argumentos | 105;Iconografia - Impressos - Retrato de Camões | 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75011;https://purl.pt/44286;https://bndigital.bnportugal.gov.pt//i/?IIIF=/00/30/9a/81/00309a81-f4d2-4993-b13f-7126d97a99c3/iiif/cam-146-5-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Catalogo da importante livraria que foi do fallecido Dr. Antonio Maria Barbosa...;;;1.ª ed.;Lisboa : Empresa Ed. de Francisco Arthur da Silva;1893;1893;28, 63, 1 br. p.;;;;António Maria Barbosa, 1825-1892, Antigo possuidor;;;B. 8599 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/75011;Livre
6264;Bibliografia crítica - Polémica e discussão | 417;Obra - Impressos - Paratextos - Obras (avulsas) - Outros | 119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;852330;https://purl.pt/44272;https://bndigital.bnportugal.gov.pt//i/?IIIF=/22/ad/4a/49/22ad4a49-61c1-430c-9855-af347a3e8fc0/iiif/cam-154-7-v_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;Inglês;Uma carta de William Julius Mickle;"offerta da sua traducção dos ""Lusiadas"" ao Marquez de Pombal";;1.ª ed.;Porto : Typ. de José da Silva Mendonça;1893;1893;VIII p.;William Julius Mickle, 1734-1788;;;Sousa Viterbo, 1846-1910, Autor da introdução, etc.;;;H.G. 8214//5 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/852330;Livre
6265;Iconografia - Impressos - Retrato de Camões | 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;852123;https://purl.pt/44270;https://bndigital.bnportugal.gov.pt//i/?IIIF=/7b/7b/e5/6b/7b7be56b-0b10-4a18-bbf9-d58b026bc699/iiif/cam-154-8-v_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A viagem de Luis de Camões;poema comemorativo do aniversário 312 do seu passamento;;1.ª ed.;Porto : Tip. Central;1893;1893;12 p.;António Moreira Cabral;;;;;;CAM. 154//8 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/852123;Livre
6266;Tradução - Impressos - Obras individuais - Épica | 151;Tradução - Impressos - Obras individuais - Épica - Paratextos gerais | 152;Tradução - Impressos - Obras individuais - Épica - Paratextos vida | 153;Tradução - Impressos - Obras individuais - Épica - Paratextos argumentos | 154;Tradução - Impressos - Obras individuais - Épica - Paratextos notas | 155;Iconografia - Impressos - Retrato de Camões | 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330264;https://purl.pt/44521;https://bndigital.bnportugal.gov.pt//i/?IIIF=/31/1e/91/2f/311e912f-195b-4458-9195-2ebdde2ade0f/iiif/cam-413-p_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A verdade ácerca dos ossos de Camões;;;1.ª ed.;Lisboa : Typ. da Acdemia Real das Sciencias;1893;1893;130 p.;Sebastião de Almeida Viegas, 1830-1907;;;;;;H.G. 16999 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/330264;Livre
